step,loss
2,3.970510244369507
4,3.625805377960205
6,4.010694980621338
8,3.9423987865448
10,3.7366437911987305
12,3.9236879348754883
14,3.7261838912963867
16,3.457465171813965
18,3.4563753604888916
20,3.767773151397705
22,3.61221981048584
24,3.778836250305176
