step,loss
2,3.4450020790100098
4,3.102112054824829
6,3.3914756774902344
8,3.323113441467285
10,3.1303701400756836
12,3.2276391983032227
14,3.054778814315796
16,2.8419713973999023
18,2.7547638416290283
20,3.0727193355560303
22,2.9751474857330322
24,3.1020498275756836
